CustomerID,Senior Citizen,Partner,Dependents,Paperless Billing,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Tenure Months,Monthly Charges,Total Charges,Protection Count,Abs Charge Change,Tenure Bucket_7-12,Tenure Bucket_13-24,Tenure Bucket_25-48,Tenure Bucket_49-72,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Value
6432-TWQLB,0,1,0,1,0,1,0,1,0,0,5,85.4,401.1,2,5.180000000000007,0,0,0,0,0,1,1,0,0,0,0,1,0,1
4484-GLZOU,0,1,0,1,0,1,1,0,1,1,52,105.05,5624.85,2,3.120192307692321,0,0,0,1,0,1,1,0,0,0,0,1,0,1
9512-UIBFX,0,1,0,0,0,0,1,0,1,1,18,95.15,1779.95,1,3.7361111111111143,0,1,0,0,0,0,1,0,0,0,0,0,1,1
5583-SXDAG,0,1,0,0,0,0,0,0,0,0,1,70.0,70.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3488-PGMQJ,1,0,0,1,0,1,0,0,0,0,8,74.5,606.55,1,1.3187499999999943,1,0,0,0,0,0,1,0,0,0,0,1,0,1
3580-REOAC,0,0,0,1,0,0,0,0,0,0,10,44.85,435.4,0,1.3100000000000023,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7534-BFESC,1,0,0,1,0,0,0,0,0,0,24,76.1,1712.7,0,4.737499999999997,0,1,0,0,0,1,1,0,0,0,0,1,0,1
6390-DSAZX,0,0,0,1,1,0,0,0,0,0,1,73.6,73.6,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8098-LLAZX,1,0,0,1,0,0,0,0,1,1,4,95.45,396.1,0,3.575000000000003,0,0,0,0,0,1,1,0,0,0,0,1,0,1
0265-EDXBD,1,1,0,1,0,0,0,0,0,0,32,74.9,2303.35,0,2.9203125000000085,0,0,1,0,0,1,1,0,0,0,0,1,0,1
7563-BIUPC,0,0,0,1,0,0,0,0,1,0,5,80.6,415.55,0,2.510000000000005,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2321-OMBXY,0,1,0,0,1,1,0,1,1,1,38,80.3,3058.65,3,0.1907894736842195,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2840-XANRC,1,1,0,1,0,0,1,0,1,1,24,93.15,2231.05,1,0.18958333333333144,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5020-ZSTTY,1,0,0,0,1,1,0,1,1,1,54,82.45,4350.1,3,1.8925925925925924,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5804-LEPIM,1,0,0,1,0,0,0,0,0,0,2,70.35,139.05,0,0.8249999999999886,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0122-OAHPZ,0,0,0,1,0,0,0,0,0,0,7,73.85,511.25,0,0.8142857142857025,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2868-SNELZ,0,0,0,0,0,0,1,0,0,0,2,80.6,155.8,1,2.6999999999999886,0,0,0,0,0,1,1,0,0,0,0,0,1,1
4322-RCYMT,0,1,0,1,0,1,1,1,0,1,68,75.8,5293.95,3,2.0522058823529363,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6680-NENYN,0,0,0,1,0,1,1,0,1,1,43,104.6,4759.85,2,6.094186046511638,0,0,1,0,0,1,1,0,0,1,0,1,0,1
1343-EHPYB,0,1,0,1,0,1,1,0,1,1,63,103.4,6603.0,2,1.4095238095238045,0,0,0,1,0,1,1,0,0,0,0,1,0,1
2034-GDRCN,0,0,0,1,0,0,0,0,1,1,2,90.4,168.2,0,6.300000000000011,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0219-YTZUE,0,1,0,1,0,1,1,0,0,0,4,84.8,371.9,2,8.174999999999997,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0623-IIHUG,1,0,0,1,1,0,0,0,1,0,21,41.9,840.1,1,1.895238095238092,0,1,0,0,1,0,0,0,0,0,0,1,0,1
4572-DVCGN,0,0,0,1,0,0,0,0,0,1,10,80.25,846.0,0,4.349999999999994,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9057-MSWCO,1,1,0,0,1,0,0,0,0,0,27,30.75,805.1,1,0.9314814814814802,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1010-DIAUQ,0,0,0,0,0,0,1,0,1,1,5,96.5,492.55,1,2.010000000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0259-GBZSH,0,0,0,1,0,0,0,0,1,0,2,85.65,181.5,0,5.099999999999994,0,0,0,0,0,1,1,0,0,0,0,1,0,1
9601-BRXPO,0,1,0,1,0,0,1,1,1,1,25,104.95,2566.5,2,2.2900000000000063,0,0,1,0,0,1,1,0,0,0,0,0,0,1
6905-NIQIN,0,0,0,0,0,1,0,0,0,0,1,50.65,50.65,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5167-ZFFMM,0,0,0,1,0,1,0,0,0,1,1,90.85,90.85,1,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
4895-TMWIR,1,1,0,0,0,0,0,0,0,0,11,19.95,214.75,0,0.4272727272727259,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0533-BNWKF,1,1,0,1,0,1,1,0,0,0,55,85.45,4874.7,2,3.1809090909090827,0,0,0,1,0,1,1,0,0,0,0,1,0,1
6599-CEBNN,0,0,0,1,0,1,0,0,0,0,34,73.95,2524.45,1,0.2985294117647044,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0979-PHULV,0,1,0,1,0,0,1,0,1,1,69,99.45,7007.6,1,2.1094202898550805,0,0,0,1,0,1,1,0,0,0,1,0,0,1
4800-VHZKI,0,0,0,1,0,0,0,0,0,0,1,19.9,19.9,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7989-CHGTL,0,0,0,1,0,0,0,0,0,0,1,19.6,19.6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0334-GDDSO,1,0,0,1,0,1,0,0,0,0,3,81.35,233.7,1,3.450000000000003,0,0,0,0,0,1,1,0,0,0,0,1,0,1
0578-SKVMF,0,1,0,0,0,1,0,0,0,1,22,83.3,1845.9,1,0.6045454545454589,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5564-NEMQO,1,0,0,1,0,0,1,0,0,0,1,75.3,75.3,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9063-ZGTUY,0,1,0,1,0,0,0,0,0,0,61,19.4,1182.55,0,0.01393442622950758,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2957-LOLHO,0,0,0,1,0,0,0,0,0,0,12,45.4,518.9,0,2.1583333333333314,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7752-XUSCI,0,0,0,1,0,1,1,0,1,1,60,105.9,6396.45,2,0.707499999999996,0,0,0,1,0,1,1,0,0,0,0,1,0,1
4110-PFEUZ,0,0,0,0,0,0,0,0,0,0,1,69.55,69.55,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0256-LTHVJ,0,1,0,1,0,0,0,0,0,1,28,81.05,2227.1,0,1.5107142857142861,0,0,1,0,0,0,1,0,0,0,0,1,0,1
0880-TKATG,0,1,0,0,0,0,1,0,1,1,4,101.15,385.9,1,4.675000000000011,0,0,0,0,0,1,1,0,0,0,0,1,0,1
3811-VBYBZ,0,0,0,1,0,1,0,0,1,1,7,99.8,673.25,1,3.6214285714285666,1,0,0,0,0,1,1,0,0,0,0,1,0,1
4640-UHDOS,0,1,0,0,0,0,0,0,0,1,13,55.95,734.35,0,0.5384615384615401,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3583-EKAPL,0,0,0,1,0,0,0,0,0,1,1,55.0,55.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9399-APLBT,0,1,0,1,0,1,0,0,0,0,1,74.7,74.7,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2359-KMGLI,0,0,0,1,0,1,0,0,0,0,24,80.25,1861.5,1,2.6875,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0306-JAELE,0,0,0,1,0,0,0,1,1,1,5,96.1,453.4,1,5.420000000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,1
6227-HWPWX,0,0,0,0,0,0,0,0,0,0,15,69.0,994.8,0,2.680000000000007,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0447-BEMNG,0,1,0,1,1,0,1,0,0,1,48,45.3,2145.0,2,0.6124999999999972,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5949-XIKAE,0,1,0,1,0,1,0,0,1,0,8,83.55,680.05,1,1.4562499999999972,1,0,0,0,0,0,1,0,0,0,0,1,0,1
8372-JUXUI,0,0,0,1,0,0,0,0,0,0,1,74.35,74.35,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
0388-EOPEX,0,1,0,1,1,0,0,0,0,0,2,74.4,139.4,1,4.700000000000003,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8205-OTCHB,0,0,0,1,0,1,1,0,0,1,22,43.75,903.6,2,2.6772727272727295,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6235-VDHOM,1,0,0,0,0,1,0,0,0,0,5,28.45,131.05,1,2.2399999999999984,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7783-YKGDV,0,0,0,1,1,1,1,0,0,1,12,99.7,1238.45,3,3.504166666666663,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5609-CEBID,1,0,0,1,0,1,1,0,0,1,20,94.1,1782.4,2,4.97999999999999,0,1,0,0,0,1,1,0,0,0,0,1,0,1
7218-HKQFK,0,1,0,1,0,0,0,1,1,1,2,94.2,167.5,1,10.450000000000003,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4636-QRJKY,0,1,0,1,0,0,0,1,0,0,6,80.5,502.85,1,3.308333333333337,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5956-VKDTT,1,1,0,1,0,0,0,0,0,0,5,74.35,334.8,0,7.389999999999986,0,0,0,0,0,1,1,0,0,0,0,1,0,1
9412-GHEEC,0,0,0,0,0,0,1,1,1,1,40,104.8,4131.95,2,1.5012499999999989,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0257-ZESQC,1,1,0,1,1,0,0,0,0,0,27,75.2,1929.35,1,3.742592592592601,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6825-UYPFK,0,0,0,0,0,0,0,0,0,0,23,75.6,1758.6,0,0.8608695652173992,0,1,0,0,0,1,1,0,0,0,0,0,0,1
8397-MVTAZ,0,1,0,1,0,0,1,0,1,1,34,100.05,3480.0,1,2.302941176470597,0,0,1,0,0,1,1,0,0,0,0,1,0,1
9282-IZGQK,0,0,0,1,0,0,0,0,0,1,1,85.0,85.0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1342-JPNKI,0,0,0,1,0,0,0,0,1,0,10,86.05,834.1,0,2.6400000000000006,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2817-NTQDO,0,0,0,1,1,0,0,1,1,0,13,45.55,597.0,2,0.37307692307692264,0,1,0,0,1,0,0,0,0,0,1,0,0,1
6986-IJDHX,0,1,0,1,0,1,0,0,1,0,39,86.3,3266.0,1,2.5564102564102598,0,0,1,0,0,0,1,0,0,0,0,0,1,1
5301-GAUUY,0,0,0,1,0,1,0,0,0,0,32,80.35,2596.15,1,0.7796875000000085,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0939-YAPAF,0,0,0,1,0,0,1,0,1,1,35,100.25,3527.6,1,0.53857142857143,0,0,1,0,0,1,1,0,0,0,0,1,0,1
4710-FDUIZ,0,1,0,0,0,1,0,0,1,1,56,100.3,5614.45,1,0.04196428571428612,0,0,0,1,0,1,1,0,1,0,1,0,0,1
1218-VKFPE,0,1,0,0,0,0,0,0,0,0,12,19.0,233.55,0,0.46250000000000213,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3627-FHKBK,0,0,0,0,1,0,0,0,0,0,1,75.3,75.3,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2865-TCHJW,1,0,0,1,0,0,1,0,1,0,4,89.2,346.2,1,2.6500000000000057,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5192-EBGOV,1,0,0,1,0,0,0,0,1,0,1,85.7,85.7,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
0719-SYFRB,0,0,0,1,1,0,1,1,0,0,12,61.65,713.75,3,2.1708333333333343,1,0,0,0,0,1,0,0,0,0,0,0,1,1
3419-SNJJD,1,1,0,0,1,0,1,0,1,1,65,105.25,6786.4,2,0.8438461538461581,0,0,0,1,0,1,1,0,0,0,0,0,0,1
6543-CPZMK,0,1,0,1,0,1,0,0,0,0,9,29.95,248.95,1,2.288888888888888,1,0,0,0,1,0,0,0,0,0,0,1,0,1
4765-OXPPD,0,1,0,0,1,1,1,1,0,0,9,65.0,663.05,4,8.672222222222217,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1009-IRMNA,0,0,0,0,0,0,0,0,0,0,7,20.0,137.6,0,0.3428571428571452,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4554-YGZIH,1,1,0,0,0,1,0,0,0,1,49,90.05,4547.25,1,2.7510204081632708,0,0,0,1,0,1,1,0,0,0,1,0,0,1
5099-BAILX,1,1,0,1,0,1,1,1,1,1,43,110.75,4687.9,3,1.729069767441871,0,0,1,0,0,1,1,0,0,0,0,0,0,1
7207-RMRDB,0,1,0,1,0,1,1,0,1,1,65,105.5,6985.65,2,1.971538461538458,0,0,0,1,0,1,1,0,0,0,0,1,0,1
4913-EHYUI,1,1,0,1,1,0,1,0,1,1,56,104.55,5794.65,2,1.0741071428571445,0,0,0,1,0,1,1,0,1,0,0,0,0,1
0195-IESCP,0,1,0,1,0,0,0,0,0,1,10,85.25,855.3,0,0.28000000000000114,1,0,0,0,0,1,1,0,0,0,0,1,0,1
4580-TMHJU,0,1,0,0,0,0,0,0,1,0,43,56.15,2499.3,0,1.973255813953493,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0970-ETWGE,0,0,0,1,0,0,0,0,1,1,1,89.55,89.55,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1626-ERCMM,1,1,0,1,0,0,0,0,1,1,20,94.55,1899.65,0,0.43250000000000455,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0887-HJGAR,0,0,0,1,0,0,0,0,0,0,1,45.7,45.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5644-PDMZC,1,0,0,0,0,1,0,0,0,1,2,89.5,161.5,1,8.75,0,0,0,0,0,1,1,0,0,0,0,1,0,1
9576-ANLXO,0,0,0,1,0,0,0,0,0,0,3,69.55,222.3,0,4.550000000000011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-BASKD,0,0,0,1,0,0,1,0,0,0,1,74.6,74.6,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4160-AMJTL,1,0,0,0,0,0,0,0,0,0,8,19.65,164.3,0,0.8875000000000028,1,0,0,0,0,0,0,1,0,0,0,1,0,1
4464-JCOLN,0,1,0,0,0,0,0,0,0,0,2,19.85,35.9,0,1.9000000000000021,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5650-VDUDS,0,0,0,1,0,0,0,0,0,0,4,24.25,96.05,0,0.2375000000000007,0,0,0,0,1,0,0,0,0,0,0,0,1,1
7538-GWHML,0,0,0,0,0,0,0,0,0,0,2,69.65,145.15,0,2.924999999999997,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3859-CVCET,0,0,0,0,0,0,0,0,0,0,4,45.65,191.05,0,2.1125000000000043,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3276-HDUEG,0,0,0,1,0,0,0,0,0,0,1,75.05,75.05,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0823-HSCDJ,1,0,0,1,0,1,0,0,1,1,52,49.15,2550.9,1,0.09423076923076934,0,0,0,1,1,0,0,0,0,0,0,1,0,1
0822-GAVAP,0,0,0,1,0,0,0,0,0,1,2,34.7,62.25,0,3.575000000000003,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1448-PWKYE,0,1,0,0,0,0,0,0,0,1,1,80.0,80.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0067-DKWBL,1,0,0,1,1,0,0,0,0,0,2,49.25,91.1,1,3.700000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2276-YDAVZ,0,0,0,1,0,0,0,0,0,0,3,75.1,270.7,0,15.13333333333334,0,0,0,0,0,1,1,0,0,0,1,0,0,1
